,hotal_name,vip_message,hotel_amenities,property_details_highlight,deal,price_promotion,hotel_status,price_actual,unit,review_score_total,review_score,count_reviwer,review_score_meaning,status_available,status_available_text,hotel_latitude,hotel_longitude,neighborhood
328,B2 Phuket Premier Hotel,,['Pool'],[],,640,STANDALONE,,per night,5,4,1,Very good,TRUE,,7.89768,98.350942,
329,Ma Doo Bua Phuket (ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,,['Pool'],[],DEAL_GENERIC,"1,475",STANDALONE,"3,750",per night,5,3.3,54,,TRUE,,8.022065,98.327853,
330,Ratri Hotel Phuket Old Town,,['Pool'],[],DEAL_GENERIC,"1,583",STANDALONE,"1,794",per night,5,4.6,5,Wonderful,TRUE,,7.886612,98.382964,Talat Nuea
331,Andaman Cannacia Resort & Spa,,['Pool'],[],DEAL_GENERIC,"2,485",STANDALONE,"7,607",per night,5,4,339,Very good,TRUE,,7.812693,98.300878,
332,Club Bamboo Boutique Resort & Spa ,,['Pool'],[],DEAL_MEMBER,773,STANDALONE,"1,547",per night,5,3.7,381,Good,TRUE,,7.880536,98.296545,
333,Golden Paradise Hotel,,['Pool'],[],DEAL_GENERIC,"2,202",STANDALONE,,per night,5,4,1,Very good,TRUE,,7.84381,98.30152,
334,Baan Sutra Guesthouse,,[],[],DEAL_GENERIC,743,STANDALONE,,per night,5,4.7,28,Exceptional,TRUE,,7.885931,98.389814,Chinatown
335,Sunset Seaside Beachfront,,['Pool'],[],DEAL_MEMBER,"1,000",STANDALONE,,per night,5,0,0,,TRUE,,7.806491,98.405653,
336,Suuko Wellness & Spa Resort,,"['Pool', 'Hot tub']",[],DEAL_MEMBER,"2,335",STANDALONE,,per night,5,3.9,34,Good,TRUE,,7.863515,98.346053,
337,Nicky's Handlebar Hotel,,['Pool'],[],DEAL_GENERIC,"1,066",STANDALONE,"1,192",per night,5,4.3,93,Excellent,TRUE,,7.901354,98.300556,
338,The Lunar Patong,,['Pool'],[],DEAL_MEMBER,"1,976",STANDALONE,"4,939",per night,5,4.1,161,Very good,TRUE,,7.902563,98.30078,
339,Phuket Island View Hotel,,['Pool'],[],DEAL_GENERIC,"2,072",STANDALONE,,per night,5,3.9,224,Good,TRUE,,7.832797,98.295219,
340,Coconut Village Resort,,['Pool'],[],DEAL_GENERIC,"1,558",STANDALONE,,per night,5,3.8,401,Good,TRUE,,7.884629,98.292522,
341,In On The Beach,,['Pool'],[],DEAL_GENERIC,"2,359",STANDALONE,,per night,5,4.2,88,Very good,TRUE,,7.853245,98.291953,
342,Nipa Resort,,['Pool'],[],DEAL_GENERIC,"2,220",STANDALONE,,per night,5,3.9,310,Good,TRUE,,7.896223,98.302154,
343,Sinae Phuket,,['Pool'],[],DEAL_MEMBER,"8,929",STANDALONE,"10,505",per night,5,5,1,Exceptional,TRUE,,7.87225,98.431811,
344,Allamanda Laguna Phuket,,['Pool'],[],,"3,505",STANDALONE,,per night,5,3.9,141,Good,TRUE,,8.007089,98.29837,
345,Red Planet Phuket Patong,,[],[],DEAL_MEMBER,723,STANDALONE,"1,205",per night,5,3.8,512,Good,TRUE,,7.90121,98.300407,
346,Black Pearl Patong Beach,,[],[],DEAL_MEMBER,"1,147",STANDALONE,"1,529",per night,5,4,85,Very good,TRUE,,7.889098,98.294504,
347,Le Resort and Villas,,['Pool'],[],DEAL_GENERIC,"1,219",STANDALONE,"1,861",per night,5,3.6,13,Good,TRUE,,7.793539,98.31555,
348,BE Baan Paradise Hotel,,[],[],DEAL_GENERIC,"1,014",STANDALONE,,per night,5,4.4,5,Excellent,TRUE,,7.894725,98.29974,
349,Chivatara Resort & Spa Bang Tao Beach,,['Pool'],[],DEAL_MEMBER,"3,370",STANDALONE,"4,212",per night,5,3.9,51,Good,TRUE,,7.984113,98.287203,
350,The C Park Phuket,,[],[],DEAL_GENERIC,796,STANDALONE,"1,137",per night,5,0,0,,TRUE,,7.88747,98.300958,
351,Maikhao Beach Residence,,['Pool'],[],DEAL_MEMBER,"1,705",STANDALONE,"2,880",per night,5,4.8,6,Exceptional,TRUE,,8.126177,98.304621,
352,Nasa Hotel,,['Pool'],[],DEAL_GENERIC,545,STANDALONE,"1,010",per night,5,0,0,,TRUE,,7.88247,98.37288,
353,Baramee Resortel,,['Pool'],[],DEAL_MEMBER,"1,729",STANDALONE,"3,842",per night,5,4,109,Very good,TRUE,,7.905876,98.299058,
354,Phu NaNa Boutique Hotel,,['Pool'],[],DEAL_GENERIC,"1,601",STANDALONE,"2,006",per night,5,4.5,69,Wonderful,TRUE,,7.789151,98.329001,
355,The Wave Patong Boutique Hotel,,['Pool'],[],DEAL_GENERIC,"1,214",STANDALONE,"2,261",per night,5,3.5,180,Good,TRUE,,7.885586,98.302707,
356,The Gig Hotel,,['Pool'],[],DEAL_GENERIC,"1,738",STANDALONE,"3,153",per night,5,4.1,373,Very good,TRUE,,7.892927,98.300386,
357,Lub Sbuy House,,[],[],DEAL_MEMBER,796,STANDALONE,"2,275",per night,5,3.8,29,Good,TRUE,,7.883673,98.394371,Talat Yai
358,PRIME TOWN - Posh & Port Hotel PHUKET,,['Pool'],[],DEAL_GENERIC,551,STANDALONE,,per night,5,3.8,4,Good,TRUE,,7.88567,98.365273,
359,DARA Hotel,,['Pool'],[],DEAL_MEMBER,"1,516",STANDALONE,,per night,5,3.4,64,,TRUE,,7.887845,98.367717,
360,Surintra Boutique Resort,,"['Breakfast included', 'Pool']",[],,"2,358",STANDALONE,,per night,5,3.9,236,Good,TRUE,,7.979003,98.280667,
361,Patong Lodge Hotel,,['Pool'],[],,"1,254",STANDALONE,,per night,5,3.6,83,Good,TRUE,,7.910026,98.29651,
362,Sugar Marina Resort SURF,,['Pool'],[],DEAL_GENERIC,"1,952",STANDALONE,,per night,5,4.2,275,Very good,TRUE,,7.824182,98.298206,
363,The Pace Phuket Resort,,"['Breakfast included', 'Pool']",[],DEAL_GENERIC,"1,270",STANDALONE,,per night,5,0,0,,TRUE,,7.789572,98.327027,
364,The Expat Hotel,,['Pool'],[],DEAL_MEMBER,"1,633",STANDALONE,"1,921",per night,5,4,166,Very good,TRUE,,7.893234,98.299674,
365,Naiharn Beach Resort,,['Pool'],[],DEAL_GENERIC,"1,911",STANDALONE,"2,123",per night,5,4.6,127,Wonderful,TRUE,,7.782296,98.310544,
366,Baipho Lifestyle,,[],[],DEAL_GENERIC,"1,264",STANDALONE,,per night,5,4.3,96,Excellent,TRUE,,7.889738,98.296636,
367,Phuketa Hotel,,['Pool'],[],DEAL_GENERIC,773,STANDALONE,"2,306",per night,5,3.8,23,Good,TRUE,,7.909576,98.39178,
368,Montree Phuket Hotel,,[],[],,667,STANDALONE,,per night,5,4.3,7,Excellent,TRUE,,7.885153,98.392908,Talat Yai
369,Woovo Phuket Patong,,['Pool'],[],DEAL_MEMBER,"4,794",STANDALONE,"8,716",per night,5,4.3,45,Excellent,TRUE,,7.898994,98.301818,
370,Baan Yin Dee Boutique Resort,VIP Access,['Pool'],[],DEAL_GENERIC,"3,867",STANDALONE,"4,549",per night,5,4,347,Very good,TRUE,,7.88235,98.283677,
371,"Chanalai Flora Resort, Kata Beach",,['Pool'],[],DEAL_GENERIC,"2,393",STANDALONE,"5,400",per night,5,4.2,372,Very good,TRUE,,7.815656,98.30159,
372,C & N Hotel Patong,,[],[],DEAL_MEMBER,"1,137",STANDALONE,"2,527",per night,5,3.9,164,Good,TRUE,,7.893976,98.298608,
373,The Viridian Resort,,['Pool'],[],DEAL_MEMBER,"1,801",STANDALONE,"3,602",per night,5,3.7,221,Good,TRUE,,7.890276,98.295969,
374,Kata Palm Resort & Spa,,['Pool'],[],DEAL_GENERIC,"3,715",STANDALONE,"6,074",per night,5,4.1,641,Very good,TRUE,,7.818972,98.300569,
375,Sino House Phuket Hotel,,[],[],DEAL_GENERIC,925,STANDALONE,,per night,5,4.1,178,Very good,TRUE,,7.886735,98.393543,Talat Yai
376,Best Western Phuket Ocean Resort,,['Pool'],[],DEAL_GENERIC,"3,463",STANDALONE,,per night,5,4.1,420,Very good,TRUE,,7.851703,98.294995,
377,The Blue,,['Pool'],[],DEAL_GENERIC,"1,205",STANDALONE,"1,673",per night,5,4.2,47,Very good,TRUE,,7.853801,98.346187,
378,The Front Hotel and Apartment,,['Pool'],[],DEAL_GENERIC,"1,264",STANDALONE,,per night,5,3.5,111,Good,TRUE,,7.886553,98.290288,
379,The Pago Design Hotel Phuket,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"1,003",STANDALONE,"1,160",per night,5,3.7,44,Good,TRUE,,7.913849,98.39538,
380,Himmapana Luxury Villas,,"['Pool', 'Kitchen']",['Entire home'],DEAL_GENERIC,"15,741",STANDALONE,"17,489",per night,5,4.8,77,Exceptional,TRUE,,7.94732,98.28883,
381,Sugar Palm Grand Hillside,,['Pool'],[],,"1,745",STANDALONE,,per night,5,4.1,465,Very good,TRUE,,7.8148,98.301033,
382,Mirage Express Patong Phuket Hotel,,['Pool'],[],DEAL_GENERIC,"1,194",STANDALONE,"1,405",per night,5,3.7,344,Good,TRUE,,7.891906,98.301421,
383,Marina Gallery Resort Kacha Kalim Bay,,['Pool'],[],DEAL_GENERIC,"2,298",STANDALONE,"3,676",per night,5,4.8,13,Exceptional,TRUE,,7.918428,98.289914,
384,Kata White Villas,,[],[],DEAL_MEMBER,"1,668",STANDALONE,,per night,5,5,5,Exceptional,TRUE,,7.814592,98.300014,
385,Aquarius Gay Guesthouse & Sauna,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"1,046",STANDALONE,,per night,5,3.5,133,Good,TRUE,,7.895774,98.299702,
386,AKRA Collection Layan,,"['Pool', 'Kitchen']",['Entire home'],DEAL_MEMBER,"7,021",STANDALONE,"10,029",per night,5,5,2,Exceptional,TRUE,,8.042553,98.289325,
387,The Crystal Beach Hotel,,['Pool'],[],DEAL_MEMBER,"1,483",STANDALONE,,per night,5,4.1,195,Very good,TRUE,,7.888947,98.295255,
388,T.Y.Airport Inn,,[],[],DEAL_MEMBER,"1,432",STANDALONE,,per night,5,4.5,28,Wonderful,TRUE,,8.100189,98.307101,
389,Absolute Bangla Suites,,['Pool'],[],DEAL_MEMBER,"2,977",STANDALONE,"3,314",per night,5,4.1,79,Very good,TRUE,,7.892889,98.297014,
390,Sun Hill Hotel Patong,,['Pool'],[],DEAL_MEMBER,"1,375",STANDALONE,"2,300",per night,5,4.2,79,Very good,TRUE,,7.88056,98.297053,
391,Armoni Patong Beach Hotel,,[],[],DEAL_MEMBER,"1,403",STANDALONE,,per night,5,3.3,144,,TRUE,,7.890033,98.294359,
392,Bauman Grand,,['Pool'],[],DEAL_GENERIC,"3,370",STANDALONE,,per night,5,3.7,7,Good,TRUE,,7.886471,98.294327,
393,Signature Phuket Resort,,['Pool'],[],DEAL_GENERIC,"1,353",STANDALONE,"5,209",per night,5,4.6,37,Wonderful,TRUE,,7.852222,98.348134,
394,Sunset Beach Resort,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"1,670",STANDALONE,"2,774",per night,5,3.7,227,Good,TRUE,,7.912357,98.294769,
395,Lemon House,,['Pool'],[],DEAL_MEMBER,"2,275",STANDALONE,,per night,5,4,5,Very good,TRUE,,7.886877,98.303481,
396,The Little Mermaid Guesthouse & Restaurant,,[],[],DEAL_MEMBER,590,STANDALONE,,per night,5,4,36,Very good,TRUE,,7.826247,98.296989,
397,Hivetel,,['Pool'],[],DEAL_MEMBER,"1,122",STANDALONE,"1,603",per night,5,4.9,8,Exceptional,TRUE,,7.841334,98.365925,
398,ibis Phuket Kata,,['Pool'],[],,"2,340",STANDALONE,,per night,5,3.8,194,Good,TRUE,,7.822663,98.299032,
399,Pamookkoo Resort,,['Pool'],[],,"4,132",STANDALONE,,per night,5,3.5,6,Good,TRUE,,7.818511,98.300448,
400,Wekata Luxury,,['Pool'],[],DEAL_MEMBER,"2,093",STANDALONE,"2,325",per night,5,0,0,,TRUE,,7.824351,98.29955,
401,Sugar Marina Resort - NAUTICAL - Kata Beach,,['Pool'],[],DEAL_GENERIC,"2,327",STANDALONE,"3,800",per night,5,4.2,260,Very good,TRUE,,7.812336,98.298418,
402,Citrus Patong Hotel by Compass Hospitality,,['Pool'],[],DEAL_MEMBER,"1,482",STANDALONE,"1,853",per night,5,4.2,180,Very good,TRUE,,7.885652,98.293898,
403,Lokal Phuket,,['Pool'],[],DEAL_MEMBER,"3,496",STANDALONE,,per night,5,4.4,116,Excellent,TRUE,,7.894257,98.298285,
404,Nanai 2 Residence,,[],[],DEAL_MEMBER,953,STANDALONE,"2,648",per night,5,0,0,,TRUE,,7.887221,98.301264,
405,Meesuk Place,,[],[],DEAL_MEMBER,969,STANDALONE,,per night,5,4,1,Very good,TRUE,,7.893383,98.304715,
406,Ashlee Hub Hotel Patong,,['Pool'],[],,"1,627",STANDALONE,,per night,5,3.7,315,Good,TRUE,,7.88676,98.294725,
407,Chabana Kamala Hotel,,['Pool'],[],,"1,291",STANDALONE,,per night,5,3.7,18,Good,TRUE,,7.948471,98.283214,
408,SLEEP WITH ME HOTEL design hotel @ patong,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"2,002",STANDALONE,"2,970",per night,5,4,999,Very good,TRUE,,7.891439,98.297999,
409,Monaburi Hotel,,['Pool'],[],DEAL_MEMBER,"1,382",STANDALONE,,per night,5,4.3,7,Excellent,TRUE,,7.778444,98.326883,
410,Saturdays Residence by Brown Starling,,"['Pool', 'Kitchen']",[],DEAL_MEMBER,"5,223",STANDALONE,,per night,5,4.7,97,Exceptional,TRUE,,7.804546,98.330915,
411,Patong Mansion Hotel,,['Pool'],[],DEAL_GENERIC,"1,234",STANDALONE,"2,498",per night,5,4.4,399,Excellent,TRUE,,7.899003,98.304466,
412,BLU PINE Villa & Pool Access,,['Pool'],[],,"2,986",STANDALONE,,per night,5,4.2,344,Very good,TRUE,,7.81635,98.304355,
413,ibis Styles Phuket City Hotel,,[],[],,"1,105",STANDALONE,,per night,5,4.2,130,Very good,TRUE,,7.878369,98.394623,Talat Yai
414,Hallo Patong Hotel & Restaurant,,['Pool'],[],DEAL_GENERIC,546,STANDALONE,728,per night,5,3.7,83,Good,TRUE,,7.887586,98.299635,
415,Tanawan Phuket Hotel,,[],[],DEAL_GENERIC,525,STANDALONE,,per night,5,3.5,132,Good,TRUE,,7.885881,98.297639,
416,PJ Patong Resortel,,['Pool'],[],DEAL_GENERIC,704,STANDALONE,939,per night,5,3.8,83,Good,TRUE,,7.893399,98.302492,
417,Limburi Hometel,,[],[],DEAL_GENERIC,671,STANDALONE,,per night,5,3.9,67,Good,TRUE,,7.89045,98.296598,
418,Baumancasa Beach Resort,,['Pool'],[],,"2,361",STANDALONE,,per night,5,3.5,140,Good,TRUE,,7.845654,98.293802,
419,Jiraporn Hill Resort,,['Pool'],[],DEAL_GENERIC,576,STANDALONE,648,per night,5,3.1,42,,TRUE,,7.881428,98.299941,
420,THE ELYSIUM RESIDENCE,,['Pool'],[],DEAL_GENERIC,579,STANDALONE,974,per night,5,4.5,26,Wonderful,TRUE,,7.826974,98.339705,
421,Quip Bed & Breakfast Phuket Hotel,,[],[],DEAL_GENERIC,714,STANDALONE,798,per night,5,3.8,196,Good,TRUE,,7.882569,98.391119,Old Phuket Town
422,EcoLoft Hotel,,['Pool'],[],,"1,106",STANDALONE,,per night,5,4.4,74,Excellent,TRUE,,7.882167,98.393823,Talat Yai
423,Baan Karon Resort,,"['Pool', 'Hot tub']",[],,"1,918",STANDALONE,,per night,5,3.8,42,Good,TRUE,,7.830946,98.300289,
424,Sai Kaew House,,[],[],DEAL_GENERIC,758,STANDALONE,,per night,5,4.6,7,Wonderful,TRUE,,8.175965,98.299029,
425,The Melody Phuket,,['Pool'],[],DEAL_GENERIC,"1,480",STANDALONE,,per night,5,4.3,134,Excellent,TRUE,,7.827316,98.301541,
426,Kata Poolside Resort,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"1,127",STANDALONE,,per night,5,4.1,274,Very good,TRUE,,7.81708,98.300751,
427,The Album Hotel,,"['Pool', 'Hot tub']",[],DEAL_MEMBER,"1,516",STANDALONE,"3,033",per night,5,3.8,315,Good,TRUE,,7.89729,98.299371,
428,Navatara Phuket Resort,,"['Pool', 'Hot tub']",[],,"2,734",STANDALONE,,per night,5,4.8,258,Exceptional,TRUE,,7.769725,98.315921,
429,Crystal Inn Phuket,,[],[],DEAL_GENERIC,876,STANDALONE,,per night,5,3.5,102,Good,TRUE,,7.87926,98.393099,Talat Yai
430,Sky Wave Patong,,[],[],DEAL_MEMBER,917,STANDALONE,,per night,5,4.2,6,Very good,TRUE,,7.893686,98.304676,
431,A2 Pool Resort,,['Pool'],[],DEAL_MEMBER,"2,612",STANDALONE,,per night,5,3.9,52,Good,TRUE,,7.915572,98.368466,
432,"The Pe La Resort, Phuket",,['Pool'],[],DEAL_GENERIC,"3,059",STANDALONE,"5,251",per night,5,4.4,87,Excellent,TRUE,,7.945056,98.278924,
433,Baan Boa Resort ,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"1,783",STANDALONE,,per night,5,3.5,103,Good,TRUE,,7.886033,98.289365,
434,Kamala Beachfront Apartment,,['Pool'],[],DEAL_GENERIC,"2,696",STANDALONE,,per night,5,4.3,101,Excellent,TRUE,,7.955525,98.2835,
435,Peranakan Boutique Hotel,,[],[],DEAL_GENERIC,727,STANDALONE,911,per night,5,4.8,21,Exceptional,TRUE,,7.881948,98.3913,Talat Yai
436,TJ House Patong,,['Pool'],[],DEAL_MEMBER,817,STANDALONE,"1,089",per night,5,5,1,Exceptional,TRUE,,7.88222,98.297361,
437,Patong Sub Inn,,[],[],DEAL_GENERIC,547,STANDALONE,,per night,5,3.5,21,Good,TRUE,,7.896872,98.29985,
438,The Mooring Resort,,['Pool'],[],DEAL_GENERIC,"4,844",STANDALONE,,per night,5,5,5,Exceptional,TRUE,,7.814398,98.39642,
439,ANGPAO HOTEL,,['Pool'],[],DEAL_MEMBER,758,STANDALONE,"1,516",per night,5,0,0,,TRUE,,7.914712,98.389776,
440,Phu-Kamala,,[],[],DEAL_MEMBER,"1,000",STANDALONE,,per night,5,4.2,13,Very good,TRUE,,7.945978,98.284945,
441,Baan Panwa Resort&Spa,,['Pool'],[],DEAL_MEMBER,"2,106",STANDALONE,,per night,5,4.1,55,Very good,TRUE,,7.83552,98.380005,
442,Villa Anchan,,['Pool'],[],DEAL_MEMBER,918,STANDALONE,,per night,5,5,1,Exceptional,TRUE,,7.839615,98.35366,
443,Mangosteen Ayurveda & Wellness Resort,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"5,963",STANDALONE,,per night,5,4.1,18,Very good,TRUE,,7.7938,98.328598,
444,SB Park Mansion,,['Pool'],[],DEAL_MEMBER,580,STANDALONE,"1,095",per night,5,0,0,,TRUE,,7.900423,98.364923,
445,Coco Retreat Phuket Resort & Spa,,['Pool'],[],DEAL_GENERIC,"1,312",STANDALONE,"2,573",per night,5,4.4,15,Excellent,TRUE,,7.846892,98.335549,
446,C.A.P. Mansion Hotel,,[],[],DEAL_MEMBER,"1,153",STANDALONE,"1,922",per night,5,0,0,,TRUE,,7.880283,98.37991,Talat Nuea
447,Vech Guesthouse Patong,,[],[],DEAL_MEMBER,932,STANDALONE,"1,553",per night,5,0,0,,TRUE,,7.895446,98.299241,
448,Kamala Beach Estate,,['Pool'],[],DEAL_MEMBER,"8,846",STANDALONE,"12,637",per night,5,4.5,62,Wonderful,TRUE,,7.949457,98.276093,
449,Tosino Hotel,,[],[],DEAL_MEMBER,750,STANDALONE,,per night,5,5,1,Exceptional,TRUE,,7.89596,98.306742,
450,Kata Beachwalk Hotel and Bungalows,,[],[],DEAL_GENERIC,"1,234",STANDALONE,"1,546",per night,5,4,54,Very good,TRUE,,7.814501,98.299565,
451,NR Nanai Patong,,['Pool'],[],,859,STANDALONE,,per night,5,3.3,46,,TRUE,,7.88509,98.299751,
452,Kalim Resort,,['Pool'],[],,885,STANDALONE,,per night,5,4,25,Very good,TRUE,,7.912177,98.295896,
453,Citygate Kamala Resort and Residence,,"['Pool', 'Kitchen']",[],DEAL_GENERIC,"1,693",STANDALONE,"3,058",per night,5,4.3,7,Excellent,TRUE,,7.951528,98.28797,
454,Pattra Mansion by AKSARA Collection,,['Pool'],[],DEAL_GENERIC,589,STANDALONE,,per night,5,4,60,Very good,TRUE,,7.887391,98.382842,Talat Nuea
455,Norn Talay Surin Beach Phuket,,['Pool'],[],DEAL_MEMBER,"5,139",STANDALONE,,per night,5,4.1,368,Very good,TRUE,,7.971775,98.278853,
456,The Tint at Phuket town,,[],[],,794,STANDALONE,,per night,5,4.3,259,Excellent,TRUE,,7.88639,98.392455,Talat Yai
457,Waterfront Suites Phuket by Centara,,"['Pool', 'Kitchen']",[],DEAL_MEMBER,"3,579",STANDALONE,"4,329",per night,5,4,121,Very good,TRUE,,7.84736,98.293876,
458,Surachet at 257 Boutique House,,[],[],DEAL_MEMBER,587,STANDALONE,983,per night,5,0,0,,TRUE,,7.88882,98.386521,Talat Nuea
459,Sea Sun Sand Resort & Spa,,"['Pool', 'Hot tub']",[],,"3,532",STANDALONE,,per night,5,3.7,522,Good,TRUE,,7.90636,98.299973,
460,Hotel on Hilltop,,['Pool'],[],DEAL_GENERIC,375,STANDALONE,417,per night,5,4.5,2,Wonderful,TRUE,,7.895599,98.349538,
461,Bann Anattaya Koh Yao Noi,,[],[],DEAL_GENERIC,547,STANDALONE,,per night,5,3.9,24,Good,TRUE,,8.117105,98.593618,
462,Malisa Villa Suites,,"['Pool', 'Hot tub', 'Kitchen']",['Entire home'],DEAL_MEMBER,"12,131",STANDALONE,"15,164",per night,5,4.4,264,Excellent,TRUE,,7.817426,98.302493,
463,NOON Village Tower 2,,"['Pool', 'Kitchen']",[],DEAL_MEMBER,"3,302",STANDALONE,,per night,5,5,4,Exceptional,TRUE,,7.824208,98.3387,
464,Amici Miei Hotel,,[],[],DEAL_GENERIC,"1,643",STANDALONE,,per night,5,3.8,35,Good,TRUE,,7.892884,98.299085,
